tracker,id,x,y,z,timestamp
Filtered,36793036149F,0.193049,3.199144,1.5,2024-05-18T02:08:02.018798Z
Raweee,36793036149F,0.739,3.594,1.5,2024-05-18T02:08:02.018798Z
Filtered,36793036149F,0.428653,3.353206,1.5,2024-05-18T02:08:02.273291Z
Raweee,36793036149F,0.907,3.666,1.5,2024-05-18T02:08:02.273291Z
Filtered,36793036149F,0.646567,3.478868,1.5,2024-05-18T02:08:02.512449Z
Raweee,36793036149F,1.089,3.734,1.5,2024-05-18T02:08:02.512449Z
Filtered,36793036149F,0.8523,3.584842,1.5,2024-05-18T02:08:02.796246Z
Raweee,36793036149F,1.27,3.8,1.5,2024-05-18T02:08:02.796246Z
Filtered,36793036149F,1.041291,3.674324,1.5,2024-05-18T02:08:03.040146Z
Raweee,36793036149F,1.425,3.856,1.5,2024-05-18T02:08:03.040146Z
Filtered,36793036149F,1.209825,3.728337,1.5,2024-05-18T02:08:03.287796Z
Raweee,36793036149F,1.552,3.838,1.5,2024-05-18T02:08:03.287796Z
Filtered,36793036149F,1.357723,3.748026,1.5,2024-05-18T02:08:03.535590Z
Raweee,36793036149F,1.658,3.788,1.5,2024-05-18T02:08:03.535590Z
Filtered,36793036149F,1.503014,3.760887,1.5,2024-05-18T02:08:03.779022Z
Raweee,36793036149F,1.798,3.787,1.5,2024-05-18T02:08:03.779022Z
Filtered,36793036149F,1.64854,3.775774,1.5,2024-05-18T02:08:04.062055Z
Raweee,36793036149F,1.944,3.806,1.5,2024-05-18T02:08:04.062055Z
Filtered,36793036149F,1.756931,3.877159,1.5,2024-05-18T02:08:04.310443Z
Raweee,36793036149F,1.977,4.083,1.5,2024-05-18T02:08:04.310443Z
Filtered,36793036149F,1.901494,3.916376,1.5,2024-05-18T02:08:04.563814Z
Raweee,36793036149F,2.195,3.996,1.5,2024-05-18T02:08:04.563814Z
Filtered,36793036149F,2.054451,3.922522,1.5,2024-05-18T02:08:04.804060Z
Raweee,36793036149F,2.365,3.935,1.5,2024-05-18T02:08:04.804060Z
Filtered,36793036149F,2.206102,3.90585,1.5,2024-05-18T02:08:05.047902Z
Raweee,36793036149F,2.514,3.872,1.5,2024-05-18T02:08:05.047902Z
Filtered,36793036149F,2.351928,3.877189,1.5,2024-05-18T02:08:05.332020Z
Raweee,36793036149F,2.648,3.819,1.5,2024-05-18T02:08:05.332020Z
Filtered,36793036149F,2.492202,3.889337,1.5,2024-05-18T02:08:05.579699Z
Raweee,36793036149F,2.777,3.914,1.5,2024-05-18T02:08:05.579699Z
Filtered,36793036149F,2.643935,3.892856,1.5,2024-05-18T02:08:05.829382Z
Raweee,36793036149F,2.952,3.9,1.5,2024-05-18T02:08:05.829382Z
Filtered,36793036149F,2.793777,3.889273,1.5,2024-05-18T02:08:06.070427Z
Raweee,36793036149F,3.098,3.882,1.5,2024-05-18T02:08:06.070427Z
Filtered,36793036149F,2.94631,3.885883,1.5,2024-05-18T02:08:06.316665Z
Raweee,36793036149F,3.256,3.879,1.5,2024-05-18T02:08:06.316665Z
Filtered,36793036149F,3.095368,3.878002,1.5,2024-05-18T02:08:06.601743Z
Raweee,36793036149F,3.398,3.862,1.5,2024-05-18T02:08:06.601743Z
Filtered,36793036149F,3.234177,3.868101,1.5,2024-05-18T02:08:06.851695Z
Raweee,36793036149F,3.516,3.848,1.5,2024-05-18T02:08:06.851695Z
Filtered,36793036149F,3.367108,3.849258,1.5,2024-05-18T02:08:07.095815Z
Raweee,36793036149F,3.637,3.811,1.5,2024-05-18T02:08:07.095815Z
Filtered,36793036149F,3.506333,3.831353,1.5,2024-05-18T02:08:07.343839Z
Raweee,36793036149F,3.789,3.795,1.5,2024-05-18T02:08:07.343839Z
Filtered,36793036149F,3.655713,3.815726,1.5,2024-05-18T02:08:07.596404Z
Raweee,36793036149F,3.959,3.784,1.5,2024-05-18T02:08:07.596404Z
Filtered,36793036149F,3.804638,3.800637,1.5,2024-05-18T02:08:07.880049Z
Raweee,36793036149F,4.107,3.77,1.5,2024-05-18T02:08:07.880049Z
Filtered,36793036149F,3.951607,3.794817,1.5,2024-05-18T02:08:08.129080Z
Raweee,36793036149F,4.25,3.783,1.5,2024-05-18T02:08:08.129080Z
Filtered,36793036149F,4.091987,3.782667,1.5,2024-05-18T02:08:08.380015Z
Raweee,36793036149F,4.377,3.758,1.5,2024-05-18T02:08:08.380015Z
Filtered,36793036149F,4.221021,3.774857,1.5,2024-05-18T02:08:08.624243Z
Raweee,36793036149F,4.483,3.759,1.5,2024-05-18T02:08:08.624243Z
Filtered,36793036149F,4.351694,3.757414,1.5,2024-05-18T02:08:08.870659Z
Raweee,36793036149F,4.617,3.722,1.5,2024-05-18T02:08:08.870659Z
Filtered,36793036149F,4.487095,3.758597,1.5,2024-05-18T02:08:09.140832Z
Raweee,36793036149F,4.762,3.761,1.5,2024-05-18T02:08:09.140832Z
Filtered,36793036149F,4.637874,3.77523,1.5,2024-05-18T02:08:09.390208Z
Raweee,36793036149F,4.944,3.809,1.5,2024-05-18T02:08:09.390208Z
Filtered,36793036149F,4.802255,3.784724,1.5,2024-05-18T02:08:09.638074Z
Raweee,36793036149F,5.136,3.804,1.5,2024-05-18T02:08:09.638074Z
Filtered,36793036149F,4.966511,3.766665,1.5,2024-05-18T02:08:09.881475Z
Raweee,36793036149F,5.3,3.73,1.5,2024-05-18T02:08:09.881475Z
Filtered,36793036149F,5.132002,3.712326,1.5,2024-05-18T02:08:10.123225Z
Raweee,36793036149F,5.468,3.602,1.5,2024-05-18T02:08:10.123225Z
Filtered,36793036149F,5.280832,3.640938,1.5,2024-05-18T02:08:10.404667Z
Raweee,36793036149F,5.583,3.496,1.5,2024-05-18T02:08:10.404667Z
Filtered,36793036149F,5.430377,3.558459,1.5,2024-05-18T02:08:10.663711Z
Raweee,36793036149F,5.734,3.391,1.5,2024-05-18T02:08:10.663711Z
Filtered,36793036149F,5.523973,3.480757,1.5,2024-05-18T02:08:10.908345Z
Raweee,36793036149F,5.714,3.323,1.5,2024-05-18T02:08:10.908345Z
Filtered,36793036149F,5.593612,3.404277,1.5,2024-05-18T02:08:11.140437Z
Raweee,36793036149F,5.735,3.249,1.5,2024-05-18T02:08:11.140437Z
Filtered,36793036149F,5.6571,3.314426,1.5,2024-05-18T02:08:11.392867Z
Raweee,36793036149F,5.786,3.132,1.5,2024-05-18T02:08:11.392867Z
Filtered,36793036149F,5.699307,3.192515,1.5,2024-05-18T02:08:11.683307Z
Raweee,36793036149F,5.785,2.945,1.5,2024-05-18T02:08:11.683307Z
Filtered,36793036149F,5.838466,3.025035,1.5,2024-05-18T02:08:11.930377Z
Raweee,36793036149F,6.121,2.685,1.5,2024-05-18T02:08:11.930377Z
Filtered,36793036149F,6.051162,2.833624,1.5,2024-05-18T02:08:12.177813Z
Raweee,36793036149F,6.483,2.445,1.5,2024-05-18T02:08:12.177813Z
Filtered,36793036149F,6.102919,2.728478,1.5,2024-05-18T02:08:12.431750Z
Raweee,36793036149F,6.208,2.515,1.5,2024-05-18T02:08:12.431750Z
Filtered,36793036149F,6.077535,2.65836,1.5,2024-05-18T02:08:12.677912Z
Raweee,36793036149F,6.026,2.516,1.5,2024-05-18T02:08:12.677912Z
Filtered,36793036149F,6.021259,2.584981,1.5,2024-05-18T02:08:12.962309Z
Raweee,36793036149F,5.907,2.436,1.5,2024-05-18T02:08:12.962309Z
Filtered,36793036149F,5.973323,2.491597,1.5,2024-05-18T02:08:13.208754Z
Raweee,36793036149F,5.876,2.302,1.5,2024-05-18T02:08:13.208754Z
Filtered,36793036149F,6.070567,2.32838,1.5,2024-05-18T02:08:13.456479Z
Raweee,36793036149F,6.268,1.997,1.5,2024-05-18T02:08:13.456479Z
Filtered,36793036149F,6.06774,2.201535,1.5,2024-05-18T02:08:13.700986Z
Raweee,36793036149F,6.062,1.944,1.5,2024-05-18T02:08:13.700986Z
Filtered,36793036149F,6.079706,2.109948,1.5,2024-05-18T02:08:13.941190Z
Raweee,36793036149F,6.104,1.924,1.5,2024-05-18T02:08:13.941190Z
Filtered,36793036149F,6.031293,2.020535,1.5,2024-05-18T02:08:14.227327Z
Raweee,36793036149F,5.933,1.839,1.5,2024-05-18T02:08:14.227327Z
Filtered,36793036149F,5.972786,1.928619,1.5,2024-05-18T02:08:14.458607Z
Raweee,36793036149F,5.854,1.742,1.5,2024-05-18T02:08:14.458607Z
Filtered,36793036149F,6.088357,1.887165,1.5,2024-05-18T02:08:14.721763Z
Raweee,36793036149F,6.323,1.803,1.5,2024-05-18T02:08:14.721763Z
Filtered,36793036149F,6.198459,1.81583,1.5,2024-05-18T02:08:14.964745Z
Raweee,36793036149F,6.422,1.671,1.5,2024-05-18T02:08:14.964745Z
Filtered,36793036149F,6.391688,1.740646,1.5,2024-05-18T02:08:15.205046Z
Raweee,36793036149F,6.784,1.588,1.5,2024-05-18T02:08:15.205046Z
