tracker,id,x,y,z,timestamp
Filtered,36793036149F,3.616693,2.108116,1.5,2024-05-18T02:11:01.283943Z
Raweee,36793036149F,3.56,2.249,1.5,2024-05-18T02:11:01.283943Z
Filtered,36793036149F,3.575544,2.182988,1.5,2024-05-18T02:11:01.529681Z
Raweee,36793036149F,3.492,2.335,1.5,2024-05-18T02:11:01.529681Z
Filtered,36793036149F,3.527845,2.249982,1.5,2024-05-18T02:11:01.774616Z
Raweee,36793036149F,3.431,2.386,1.5,2024-05-18T02:11:01.774616Z
Filtered,36793036149F,3.491926,2.318628,1.5,2024-05-18T02:11:02.064180Z
Raweee,36793036149F,3.419,2.458,1.5,2024-05-18T02:11:02.064180Z
Filtered,36793036149F,3.46258,2.381451,1.5,2024-05-18T02:11:02.313148Z
Raweee,36793036149F,3.403,2.509,1.5,2024-05-18T02:11:02.313148Z
Filtered,36793036149F,3.426749,2.420902,1.5,2024-05-18T02:11:02.554082Z
Raweee,36793036149F,3.354,2.501,1.5,2024-05-18T02:11:02.554082Z
Filtered,36793036149F,3.383272,2.423574,1.5,2024-05-18T02:11:02.798549Z
Raweee,36793036149F,3.295,2.429,1.5,2024-05-18T02:11:02.798549Z
Filtered,36793036149F,3.351832,2.378505,1.5,2024-05-18T02:11:03.045091Z
Raweee,36793036149F,3.288,2.287,1.5,2024-05-18T02:11:03.045091Z
Filtered,36793036149F,3.316577,2.316298,1.5,2024-05-18T02:11:03.335915Z
Raweee,36793036149F,3.245,2.19,1.5,2024-05-18T02:11:03.335915Z
Filtered,36793036149F,3.379417,2.2403,1.5,2024-05-18T02:11:03.575550Z
Raweee,36793036149F,3.507,2.086,1.5,2024-05-18T02:11:03.575550Z
Filtered,36793036149F,3.458149,2.190701,1.5,2024-05-18T02:11:06.564817Z
Raweee,36793036149F,3.618,2.09,1.5,2024-05-18T02:11:06.564817Z
Filtered,36793036149F,3.54753,2.1347,1.5,2024-05-18T02:11:07.062438Z
Raweee,36793036149F,3.729,2.021,1.5,2024-05-18T02:11:07.062438Z
